"ui_resources";"1.0";;;;;;;;;;;;;;;;;
# version : 6.0.0
"object_id";"text:is_adult";"text[eng]:label";"text[fre]:label";"text[dut]:label";"text[ger-CHE]:label";"text[fre-CHE]:label";"text[ita-CHE]:label";"text[ger-DEU]:label";"text[tur]:label";"text[eng-IRL]:label";"text[ger.AUT]:label";"text[nno]:label";"text[swe]:label";"text[hun]:label";"text[pol]:label";"text[cze]:label";"text[slo]:label";"text[rum]:label"
"programme_genre/DVB/9.13";;"1990'S";;"JAREN '90";"90IES";"ANNÉES 90";"ANNI '90";"90IES";"1990'LAR";"1990'S";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/9.14";;"2000'S";;"JAREN '2000";"2000'S";"ANNÉES 2000";"2000";"2000'S";"2000'LER";"2000'S";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/9.15";;"MILITARY";;"MILITAIR";"MILITÄR";"MILITAIRE";"MILITARE";"MILITÄR";"ASKERİ";"MILITARY";"MILITÄR";"militæret";"militärt";"Katonai";"wojsko";"Vojenský";"Vojenský";"militar"
"programme_genre/DVB/10.0";;"LEISURE";"LOISIRS";"VRIJE TIJD";"FREIZEIT";"LOISIRS";"TEMPO LIBERO";"FREIZEIT";"EĞLENCE";"LEISURE";"FREIZEIT";"fritid";"fritid";"Szabadidő";"czas wolny";"Volný čas";"Voľný čas";"relaxare"
"programme_genre/DVB/10.1";;"TRAVEL";"VOYAGES";"REIZEN";"REISEN";"VOYAGES";"VIAGGI";"REISEN";"SEYAHAT";"TRAVEL";"REISEN";"reiser/turisme";"turism/resor";"Utazás";"podróże";"Cestování";"Cestovanie";"calatorii"
"programme_genre/DVB/10.2";;"HANDICRAFT";"BRICOLAGE";"KLUSSEN";"HEIMWERKEN";"BRICOLAGE";"ARTIGIANATO";"HEIMWERKEN";"ZANAAT";"HANDICRAFT";"HEIMWERKEN";"brukskunst";"hantverk";"Kézműipar";"majsterkowanie";"Ruční práce";"Ručné práce";"bricolaj"
"programme_genre/DVB/10.3";;"MOTORING";"AUTOMOBILE";"AUTO EN MOTOR";"RUND UMS AUTO";"AUTOMOBILE";"TUTTO SULL'AUTO";"RUND UMS AUTO";"SÜRÜCÜLÜK";"MOTORING";"RUND UMS AUTO";"motor";"motorsport";"Autó-motor";"motoryzacja";"Motorismus";"Motorizmus";"motoare"
"programme_genre/DVB/10.4";;"HEALTH";"SANTÉ";"GEZONDHEID";"GESUNDHEIT";"SANTÉ";"SALUTE";"GESUNDHEIT";"SAĞLIK";"HEALTH";"GESUNDHEIT";"helse/velvære";"fitness/hälsa";"Egészség";"zdrowie";"Zdraví";"Zdravie";"sanatate"
"programme_genre/DVB/10.5";;"COOKING";"CUISINE";"KOKEN";"KOCHEN";"CUISINE";"CUCINA";"KOCHEN";"AŞÇILIK";"COOKING";"KOCHEN";"mat";"matlagning";"Főzőműsor";"gotowanie";"Vaření";"Varenie";"culinar"
"programme_genre/DVB/10.6";;"SHOPPING";"SHOPPING";"SHOPPEN";"SHOPPING";"SHOPPING";"SHOPPING";"SHOPPING";"ALIŞVERİŞ";"SHOPPING";"SHOPPING";"shopping";"shopping";"Tévéshop";"zakupy";"Teleshoping";"Teleshoping";"cumparaturi"
"programme_genre/DVB/10.7";;"GARDENING";"JARDINAGE";"TUINIEREN";"GARTEN";"JARDINAGE";"GIARDINAGGIO";"GARTEN";"BAHÇE BAKIMI";"GARDENING";"GARTEN";"hage";"trädgård";"Kertészet";"ogrodnictwo";"Zahrada";"Záhrada";"gradinarit"
"programme_genre/DVB/10.8";;"BEAUTY";;"BEAUTY";"SCHÖNHEIT";"BEAUTÉ";"BELLEZZA";"SCHÖNHEIT";"GÜZELLİK";"BEAUTY";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/10.9";;"HOBBY";;"HOBBY";"HOBBY";"HOBBY";"HOBBY";"HOBBY";"HOBİ";"HOBBY";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/10.10";;"HOME";;"HUIS";"WOHNEN";"MAISON";"CASA";"WOHNEN";"EV";"HOME";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/10.11";;"REGGAE";;"REGGAE";"REGGAE";"REGGAE";"REGGAE";"REGGAE";"REGGAE";"REGGAE";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/10.12";;"COMEDY/ACTION ";;"KOMEDIE/ACTIE";"KOMÖDIE/ACTION";"COMÉDIE/ACTION";"COMMEDIA/AZIONE";"KOMÖDIE/ACTION";"KOMEDİ/AKSİYON ";"COMEDY/ACTION ";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/10.13";;"THRILLER/ACTION";;"THRILLER/ACTIE";"THRILLER/ACTION";"THRILLER/ACTION";"THRILLER/AZIONE";"THRILLER/ACTION";"POLİSİYE/AKSİYON";"THRILLER/ACTION";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/10.14";;"THRILLER/DRAMA";;"THRILLER/DRAMA";"THRILLER/DRAMA";"THRILLER/DRAME";"THRILLER/DRAMMATICO";"THRILLER/DRAMA";"POLİSİYE/DRAM";"THRILLER/DRAMA";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/10.15";;"LIFESTYLE";;"LIFESTYLE";"LIFESTYLE";"LIFESTYLE";"LIFESTYLE";"LIFESTYLE";"YAŞAM TARZI";"LIFESTYLE";"LIFESTYLE";"livsstil";"livsstil";"Életmód";"styl życia";"Životní styl";"Životný štýl";"Stil de viata"
"programme_genre/DVB/11.0";;"SPECIAL";"SPÉCIAL";"SPECIAL";"SPECIALS";"SPÉCIAL";"SERVIZI SPECIALI";"SPECIALS";"ÖZEL";"SPECIAL";"ORIGINALTON";"originalspråk";"orginalspråk";"Eredeti nyelven";"oryginalna wersja językowa";"V původním znění";"V pôvodnom znení";"limba originala"
"programme_genre/DVB/11.1";;"BLACK & WHITE";;"ZWART EN WIT";"SCHWARZ/WEISS";"NOIR ET BLANC";"BIANCO E NERO";"SCHWARZ/WEISS";"SİYAH BEYAZ";"BLACK & WHITE";"SCHWARZ/WEISS";"svart/hvitt";"svartvit";"Fekete-fehér";"czarno-białe";"Černobílé";"Čiernobiele";"alb & negru"
"programme_genre/DVB/11.2";;"UNPUBLISHED";;"ONGEPUBLICEERD";"UNVERÖFFENTLICHT";"NON PUBLIÉ";"INEDITO";"UNVERÖFFENTLICHT";"YAYINLANMAMIŞ";"UNPUBLISHED";"UNVERÖFFENTLICHT";"upublisert";"opublicerat";"Nincs info";"niepublikowane";"Neuvěřejněno";"Neuverejnené";"nepublicat"
"programme_genre/DVB/11.3";;"LIVE BROADCAST";;"LIVE";"LIVE";"EN DIRECT";"LIVE";"LIVE";"CANLI YAYIN";"LIVE BROADCAST";"LIVE SHOWS";"direktesending";"direktsändning";"Élő adás";"na żywo";"Živé vysílání";"Živé vysielanie";"in direct"
"programme_genre/DVB/11.4";;"ARTS & CRAFTS";;"ARTS & CRAFTS";"KUNSTHANDWERK";"ARTISANAT";"ARTE E ARTIGIANATO";"KUNSTHANDWERK";"SANAT VE EL ESERLERİ";"ARTS & CRAFTS";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.5";;"NEW WAVE";;"NEW WAVE";"NEW WAVE";"NEW WAVE";"NEW WAVE";"NEW WAVE";"NEW WAVE";"NEW WAVE";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.6";;"DISCO";;"DISCO";"DISCO";"DISCO";"DISCO";"DISCO";"DISCO";"DISCO";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.7";;"PUNK";;"PUNK";"PUNK";"PUNK";"PUNK";"PUNK";"PUNK";"PUNK";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.8";;"HOUSE";;"HOUSE";"HOUSE";"HOUSE";"HOUSE";"HOUSE";"HOUSE";"HOUSE";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.9";;"HEAVY METAL";;"HEAVY METAL";"HEAVY METAL";"HEAVY METAL";"HEAVY METAL";"HEAVY METAL";"HEAVY METAL";"HEAVY METAL";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.10";;"TECHNO";;"TECHNO";"TECHNO";"TECHNO";"TECHNO";"TECHNO";"TECHNO";"TECHNO";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.11";;"TOP TEN";;"TOP TIEN";"TOP TEN";"TOP TEN";"TOP TEN";"TOP TEN";"TOP TEN";"TOP TEN";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.12";;"CHARTS";;"CHARTS";"CHARTS";"HIT PARADES";"CLASSIFICHE";"CHARTS";"LİSTELER";"CHARTS";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.13";;"HITS";;"HITS";"HITS";"HITS";"HIT";"HITS";"HİT'LER";"HITS";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.14";;"COMPILATION";;"COMPILATIE";"COMPILATION";"COMPILATION";"COMPILATION";"COMPILATION";"TOPLAMA";"COMPILATION";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/11.15";;"SHORTS";;"SHORTS";"SHORTS";"COURTS-MÉTRAGES";"CORTOMETRAGGI";"SHORTS";"KISA FİLMLER";"SHORTS";"SHORTS";"kortversjoner";"kortfilmer";;"skróty";;;"fragmente"
"programme_genre/DVB/12.0";;"ENTERTAINMENT";;"ENTERTAINMENT";"UNTERHALTUNG";"DIVERTISSEMENTS";"INTRATTENIMENTO";"UNTERHALTUNG";"EĞLENCE";"ENTERTAINMENT";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.1";;"NEW MOVIE";;"NIEUWE FILM";"NEUE FILME";"NOUVEAUX FILMS";"NUOVI FILM";"NEUE FILME";"YENİ FİLM";"NEW MOVIE";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.2";;"LIBRARY MOVIE";;"LIBRARY FILM";"KLASSIKER";"CLASSIQUES";"CLASSICO";"KLASSIKER";"KÜTÜPHANE FİLMİ";"LIBRARY MOVIE";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.3";;"VIDEO CLUB";;"VIDEO CLUB";"VIDEO CLUB";"VIDÉO CLUB";"VIDEO CLUB";"VIDEO CLUB";"VİDEO KULÜBÜ";"VIDEO CLUB";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.4";;"INSTANT VIDEO";;"INSTANT VIDEO";"INSTANT VIDEO";"INSTANT VIDÉO";"INSTANT VIDEO";"INSTANT VIDEO";"ANINDA VİDEO";"INSTANT VIDEO";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.5";;"CINEMA";;"BIOSCOOP";"KINO";"CINÉMA";"CINEMA";"KINO";"SİNEMA";"CINEMA";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.6";;"GAME";;"GAME";"SPIELE";"JEUX";"GIOCHI";"SPIELE";"OYUN";"GAME";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.7";;"SERIES";;"SERIE";"SERIE";"SÉRIE";"SERIE";"SERIE";"DİZİLER";"SERIES";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.8";;"TV MOVIE";;"TV FILM";"TV FILM";"TÉLÉFILM";"FILM TV";"TV FILM";"TV FİLMİ";"TV MOVIE";"TV FILM";"tv-film";"tv-film";;"film TV";;;"film TV"
"programme_genre/DVB/12.9";;"TV SERIES";;"TV SERIE";"TV SERIE";"SÉRIE TÉLÉVISÉE";"SERIE TV";"TV SERIE";"TV DİZİLERİ";"TV SERIES";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.10";;"TRAILER";;"TRAILER";"TRAILER";"BANDE ANNONCE";"TRAILER";"TRAILER";"TANITIM FİLMİ";"TRAILER";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.11";;"MAKING OF";;"MAKING OF";"MAKING OF";"MAKING OF";"MAKING OF";"MAKING OF";"YAPIMI";"MAKING OF";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.12";;"EUROPEAN CINEMA";;"EUROPESE CINEMA";"EUROPÄISCHES KINO";"CINÉMA EUROPÉEN";"CINEMA EUROPEO";"EUROPÄISCHES KINO";"AVRUPA SİNEMASI";"EUROPEAN CINEMA";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.13";;"BOLLYWOOD";;"BOLLYWOOD";"BOLLYWOOD";"BOLLYWOOD";"BOLLYWOOD";"BOLLYWOOD";"BOLLYWOOD";"BOLLYWOOD";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.14";;"PREVIEW";;"PREVIEW";"VORSCHAU";"AVANT-PREMIÈRE";"ANTEPRIMA";"VORSCHAU";"TANITIM";"PREVIEW";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/12.15";;"SPECIAL";;"SPECIAL";"SPEZIAL";"SPÉCIAL";"SPECIAL";"SPEZIAL";"ÖZEL";"SPECIAL";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.0";;"OTHER";;"OVERIG";"ANDERE";"AUTRES";"ALTRO";"ANDERE";"DİĞER";"OTHER";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.1";;"PREMIUM";;"PREMIUM";"PREMIUM";"PREMIUM";"PREMIUM";"PREMIUM";"PRÖMİYER";"PREMIUM";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.2";;"SPECIAL OFFER";;"SPECIALE AANBIEDING";"SPEZIELLES ANGEBOT";"OFFRE SPÉCIALE";"OFFERTA SPECIALE";"SPEZIELLES ANGEBOT";"ÖZEL TEKLİF";"SPECIAL OFFER";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.3";;"A-Z";;"A-Z";"A-Z";"A-Z";"A-Z";"A-Z";"A-Z";"A-Z";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.4";;"SUSPENSE";;"SPANNING";"SPANNUNG";"SUSPENSE";"SUSPENCE";"SPANNUNG";"ASKIDA";"SUSPENSE";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.5";;"REALITY";;"REALITY";"REALITY";"RÉALITÉ";"REALITY";"REALITY";"REALITY";"REALITY";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.6";;"SUPER CONTENT";;"SUPER CONTENT";"SUPER CONTENT";"SUPER CONTENT";"SUPER CONTENUTO";"SUPER CONTENT";"SÜPER İÇERİK";"SUPER CONTENT";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.7";;"SUBSCRIPTION";;"ABONNEMENT";"ABO";"ABONNEMENT";"ABBONAMENTO";"ABO";"ABONELİK";"SUBSCRIPTION";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.8";;"HELP";;"HELP";"HILFE";"AIDE";"AIUTO";"HILFE";"YARDIM";"HELP";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.9";;"THRILLER/HORROR";;"THRILLER/HORROR";"THRILLER/HORROR";"THRILLER/HORREUR";"THRILLER/HORROR";"THRILLER/HORROR";"POLİSİYE/KORKU";"THRILLER/HORROR";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.10";;"SCI-FI/ACTION";;"SCI-FI/ACTIE";"SCI-FI/ACTION";"SCI-FI/ACTION";"FANTASCIENZA/AZIONE";"SCI-FI/ACTION";"BİLİM KURGU/AKSİYON";"SCI-FI/ACTION";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.11";;"FAMILY/ANIMATION";;"FAMILIE/ANIMATIE";"FAMILIE/ZEICHENTRICK";"FAMILLE/DESSIN ANIMÉ";"FAMIGLIA/CARTONI AMIMATI";"FAMILIE/ZEICHENTRICK";"AİLE/ANİMASYON";"FAMILY/ANIMATION";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.12";;"FAMILY/COMEDY";;"FAMILIE/KOMEDIE";"FAMILIE/KOMÖDIE";"FAMILLE/COMÉDIE";"FAMIGLIA/COMMEDIA";"FAMILIE/KOMÖDIE";"AİLE/KOMEDİ";"FAMILY/COMEDY";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.13";;"DRAMA/ROMANCE ";;"DRAMA/ROMANTIEK ";"DRAMA/ROMANCE";"DRAME/AMOUR";"DRAMMATICO/SENTIMENTALE";"DRAMA/ROMANCE";"DRAM/ROMANTİK ";"DRAMA/ROMANCE ";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.14";;"DRAMA/COMEDY";;"DRAMA/KOMEDIE";"DRAMA/KOMÖDIE";"DRAME/COMÉDIE";"DRAMMATICO/COMMEDIA";"DRAMA/KOMÖDIE";"DRAM/KOMEDİ";"DRAMA/COMEDY";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/13.15";;"FANTASY/ADVENTURE";;"FANTASIE/AVONTUUR";"FANTASY/ABENTEUER";"FANTASTIQUE/AVENTURE";"FANTASTICO/AVVENTURA";"FANTASY/ABENTEUER";"FANTEZİ/MACERA";"FANTASY/ADVENTURE";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/14.0";;"DRAMA";;"DRAMA";"DRAMA";"DRAME";"DRAMMATICO";"DRAMA";"DRAM";"DRAMA";"DRAMA";"drama";"drama";"Dráma";"dramat";"Drama";"Dráma";"drama"
"programme_genre/DVB/14.1";;"THRILLER";;"THRILLER";"THRILLER";"THRILLER";"THRILLER";"THRILLER";"POLİSİYE";"THRILLER";"THRILLER";"thriller";"thriller";"Thriller";"thriller";"Thriller";"Thriller";"thriller"
"programme_genre/DVB/14.2";;"ACTION";;"ACTIE";"ACTION";"ACTION";"AZIONE";"ACTION";"AKSİYON";"ACTION";"ACTION";"action";"action";"Akció";"akcja";"Akční film";"Akčný film";"actiune"
"programme_genre/DVB/14.3";;"SCI-FI/HORROR";;"SCI-FI/HORROR";"SCI-FI/HORROR";"SCI-FI/HORREUR";"FANTASCIENZA/HORROR";"SCI-FI/HORROR";"BİLİM KURGU/KORKU";"SCI-FI/HORROR";"SCI-FI/HORROR";"sci-fi/skrekk";"sci-fi/skräck";"Sci-fi/Horror";"sci-fi/horror";"Sci-fi/Horor";"Sci-fi/Horor";"sci-fi/groaza"
"programme_genre/DVB/14.4";;"COMEDY";;"KOMEDIE";"KOMÖDIE";"COMÉDIE";"COMMEDIA";"KOMÖDIE";"KOMEDİ";"COMEDY";"KOMÖDIE";"komedier";"komedi";"Vígjáték";"komedia";"Komedie";"Komédia";"comedie"
"programme_genre/DVB/14.5";;"MELODRAMA";;"MELODRAMA";"MELODRAM";"MÉLODRAME";"MELODRAMMA";"MELODRAM";"MELODRAM";"MELODRAMA";"HEIMATFILM";"serier";"såpopera";"Melodráma";"melodramat";"Melodrama";"Melodráma";"melodrama"
"programme_genre/DVB/14.6";;"ROMANCE";;"ROMANTISCH";"LIEBESFILM";"FILM D'AMOUR";"FILM D'AMORE";"LIEBESFILM";"ROMANTİK";"ROMANCE";"ROMANCE/DRAMA";"romantikk";"kärlek";"Romantikus film";"obyczajowy";"Romantika";"Romantika";"romantic"
"programme_genre/DVB/14.7";;"PERIOD";;"HISTORISCH";"HISTORIENFILM";"FILM HISTORIQUE";"FILM STORICO";"HISTORIENFILM";"DÖNEM";"PERIOD";"HISTORIENFILM";"historie";"historia";"Kosztümös film";"historyczny";"Historický film";"Historický film";"perioada"
"programme_genre/DVB/14.8";;"FACTUAL";;"WAAR GEBEURD";"WISSEN";"SAVOIR";"CULTURA";"WISSEN";"GERÇEK";"FACTUAL";"REALITY";"fakta";"fakta";"Valóságon alapuló";"oparte na faktach";"Podle skutečnosti";"Podľa skutočnosti";"fapte reale"
"programme_genre/DVB/14.9";;"CRIME";;"DETECTIVE";"KRIMI";"POLICIER";"POLIZIESCO";"KRIMI";"SUÇ";"CRIME";"KRIMI";"krim";"serier";"Krimi";"kryminał";"Detektivka";"Detektívka";"crima"
"programme_genre/DVB/14.10";;"SERIES";;"SERIE";"SERIE";"SÉRIE";"SERIE";"SERIE";"DİZİLER";"SERIES";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/14.11";;"ADVENTURE/FANTASY";;"AVONTUUR/FANTASIE";"ABENTEUER/FANTASY";"AVENTURE/FANTASTIQUE";"AVVENTURA/FANTASTICO";"ABENTEUER/FANTASY";"MACERA/FANTEZİ";"ADVENTURE/FANTASY";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/14.12";;"ADVENTURE/WAR";;"AVONTUUR/OORLOG";"ABENTEUER/KRIEG";"AVENTURE/GUERRE";"AVVENTURA/GUERRA";"ABENTEUER/KRIEG";"MACERA/SAVAŞ";"ADVENTURE/WAR";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/14.13";;"DRAMA/WAR";;"DRAMA/OORLOG";"DRAMA/KRIEG";"DRAME/GUERRE";"DRAMMATICO/GUERRA";"DRAMA/KRIEG";"DRAM/SAVAŞ";"DRAMA/WAR";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/14.14";;"ROMANCE/DRAMA";;"ROMANTIEK/DRAMA";"ROMANCE/DRAMA";"AMOUR/DRAME";"SENTIMENTALE/DRAMMATICO";"ROMANCE/DRAMA";"ROMANTİK/DRAM";"ROMANCE/DRAMA";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/14.15";;"DRAMA";;"DRAMA";"DRAMA";"DRAME";"DRAMMATICO";"DRAMA";"DRAM";"DRAMA";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/15.0";"X";"ADULT";;"EROTIEK";"EROTIK";"EROTIQUE";"EROTICO";"EROTIK";"EROTİK";"ADULT";"EROTIK";"erotikk";"erotik";"Erotika";"erotyka";"Erotika";"Erotika";"adult"
"programme_genre/DVB/15.1";"X";"EUROPE XXX";;"EUROPE XXX";"EUROPA XXX";"EUROPE XXX";"EUROPA XXX";"EUROPA XXX";"AVRUPA XXX";"EUROPE XXX";"EUROPA XXX";"Europa XXX";"Europe XXX";"Európa XXX";"Europe XXX";"Európa XXX";"Európa XXX";"Europa XXX"
"programme_genre/DVB/15.2";"X";"US GLAMOUR";;"U.S. GLAMOUR";"US GLAMOUR";"US GLAMOUR";"US GLAMOUR";"US GLAMOUR";"US GLAMOUR";"US GLAMOUR";"US GLAMOUR";"US Glamour";"US Glamour";"US Glamour";"US Glamour";"US Glamour";"US Glamour";"US Glamour"
"programme_genre/DVB/15.3";"X";"AMATEUR";;"AMATEUR";"AMATEUR";"AMATEUR";"AMATORIALE";"AMATEUR";"AMATÖR";"AMATEUR";"AMATEUR";"Amateur";"Amateur";"Amatőr";"amatorskie";"Amatérský";"Amatérsky";"amator"
"programme_genre/DVB/15.4";"X";"GAY";;"GAY";"GAY";"GAY";"GAY";"GAY";"GAY";"GAY";"GAY";"Gay";"Gay";"Meleg";"gay";"Homosexuální";"Homosexuálny";"homosexual"
"programme_genre/DVB/15.5";"X";"SPECIAL DESIRES";;"SPECIAL";"SPEZIELLES";"SPÉCIAL";"SPECIALE";"SPEZIELLES";"ÖZEL TUTKULAR";"SPECIAL DESIRES";"SPEZIELLES";"Special Desires";"Special Desires";"Különleges vágyak";"wyjątkowe pragnienia";"Speciální touhy";"Špeciálne túžby";"dorinte speciale"
"programme_genre/DVB/15.6";"X";"DATING";;"DATING";"DATING";"RENCONTRES";"DATING";"DATING";"RANDEVU";"DATING";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/15.7";"X";"CLIPS";;"CLIPS";"CLIPS";"CLIPS";"VIDEOCLIP";"CLIPS";"KLİPLER";"CLIPS";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/15.8";"X";"LIVE SEX";;"LIVE SEKS";"LIVE SEX";"LIVE SEX";"LIVE SEX";"LIVE SEX";"CANLI SEKS";"LIVE SEX";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/15.9";"X";"MERCHANDISE";;"MERCHANDISE";"MERCHANDISE";"MERCHANDISING";"MERCHANDISE";"MERCHANDISE";"ÜRÜN";"MERCHANDISE";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/15.10";"X";"XOTIX";;"XOTIX";"XOTIX";"XOTIX";"XOTIX";"XOTIX";"XOTIX";"XOTIX";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/15.11";"X";"ROUGH & READY";;"ROUGH & READY";"ROUGH & READY";"ROUGH & READY";"ROUGH & READY";"ROUGH & READY";"SERT VE HAZIR";"ROUGH & READY";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/15.12";"X";"S&M";;"S&M";"SM";"SM";"SM";"SM";"S&M";"S&M";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/15.13";"X";"EBONY";;"DONKER";"EXOTISCH ";"EXOTIQUE";"ESOTICO ";"EXOTISCH ";"SİYAHİ";"EBONY";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/15.14";"X";"MATURE";;"RIJP";"REIF";"MÛRE";"MATURO";"REIF";"OLGUN";"MATURE";" ";" ";" ";" ";" ";" ";" ";" "
"programme_genre/DVB/15.15";"X";"FETISH";;"FETISH";"FETISCH";"FÉTICHISTE";"FETICISTA";"FETISCH";"FETİŞ";"FETISH";" ";" ";" ";" ";" ";" ";" ";" "
